1|000001|20130813|1130813
1|000001|20130826|1130826
1|000001|20131008|1131008
1|000001|20131021|1131021
1|000001|20131029|1131029
1|000001|20131115|1131115
1|000001|20131204|1131204
1|000001|20131220|1131220
1|000001|20140114|1140114
1|000001|20140121|1140121
1|000001|20140210|1140210
1|000001|20140303|1140303
1|000001|20140313|1140313
1|000001|20140321|1140321
1|000001|20140402|1140402
1|000001|20140408|1140408
1|000001|20140428|1140428
1|000001|20140512|1140512
1|000001|20140522|1140522
1|000001|20140610|1140610
1|000001|20140625|1140625
1|000001|20140714|1140714
1|000001|20140722|1140722
1|000001|20140811|1140811
1|000001|20140815|1140815
1|000001|20140901|1140901
1|000001|20140919|1140919
1|000001|20140923|1140923
1|000001|20141020|1141020
1|000001|20141027|1141027
1|000001|20141121|1141121
1|000001|20141215|1141215
1|000001|20141226|1141226
1|000001|20150115|1150115
1|000001|20150121|1150121
1|000001|20150206|1150206
1|000001|20150309|1150309
1|000001|20150330|1150330
1|000001|20150402|1150402
1|000001|20150416|1150416
1|000001|20150422|1150422
1|000001|20150512|1150512
1|000001|20150519|1150519
1|000001|20150602|1150602
1|000001|20150710|1150710
1|000001|20150720|1150720
1|000001|20150803|1150803
1|000001|20150827|1150827
1|000001|20150918|1150918
1|000001|20151008|1151008
1|000001|20151026|1151026
1|000001|20151104|1151104
1|000001|20151120|1151120
1|000001|20151202|1151202
1|000001|20151214|1151214
1|000001|20160202|1160202
1|000001|20160302|1160302
1|000001|20160316|1160316
1|000001|20160330|1160330
1|000001|20160413|1160413
