1|000001|20130813|1130814
1|000001|20130826|1130905
1|000001|20131008|1131016
1|000001|20131021|1131023
1|000001|20131029|1131107
1|000001|20131115|1131122
1|000001|20131204|1131209
1|000001|20131220|1140103
1|000001|20140114|1140117
1|000001|20140121|1140127
1|000001|20140210|1140213
1|000001|20140303|1140310
1|000001|20140313|1140320
1|000001|20140321|1140327
1|000001|20140402|1140403
1|000001|20140408|1140414
1|000001|20140428|1140508
1|000001|20140512|1140515
1|000001|20140522|1140529
1|000001|20140610|1140617
1|000001|20140625|1140704
1|000001|20140714|1140717
1|000001|20140722|1140729
1|000001|20140811|1140814
1|000001|20140815|1140821
1|000001|20140901|1140909
1|000001|20140919|1140922
1|000001|20140923|1141009
1|000001|20141020|1141022
1|000001|20141027|1141104
1|000001|20141121|1141201
1|000001|20141215|1141223
1|000001|20141226|1150107
1|000001|20150115|1150119
1|000001|20150121|1150128
1|000001|20150206|1150226
1|000001|20150309|1150318
1|000001|20150330|1150331
1|000001|20150402|1150409
1|000001|20150416|1150420
1|000001|20150422|1150428
1|000001|20150512|1150518
1|000001|20150519|1150525
1|000001|20150602|1150610
1|000001|20150710|1150716
1|000001|20150720|1150722
1|000001|20150803|1150814
1|000001|20150827|1150911
1|000001|20150918|1150925
1|000001|20151008|1151016
1|000001|20151026|1151028
1|000001|20151104|1151111
1|000001|20151120|1151127
1|000001|20151202|1151208
1|000001|20151214|1151223
1|000001|20160202|1160219
1|000001|20160302|1160309
1|000001|20160316|1160323
1|000001|20160330|1160407
1|000001|20160413|1160418
