EURUSD,60
symbol,period,date,k,d,ma5,close,datanum,signtype
EURPLNpro,43200,1970.01.01 00:00:00,0,0,0,0,1,0
EURSEKpro,1,2016.05.30 21:05:00,33.27991452991654,18.54818044848691,9.280681490215594,9.28125,100,0
EURSEKpro,5,2016.05.30 21:00:00,66.43564356436518,74.42531362179581,9.280916648422874,9.281650000000001,45,0
EURSEKpro,15,2016.05.30 20:45:00,84.90161959577355,85.45531060186633,9.278524623036441,9.281040000000001,100,0
EURSEKpro,30,2016.05.30 20:30:00,0,0,9.276671872,9.281040000000001,9,0
EURSEKpro,60,2016.05.30 20:00:00,0,0,0,9.281040000000001,5,0
EURSEKpro,240,1970.01.01 00:00:00,0,0,0,0,2,0
EURSEKpro,1440,2016.05.28 00:00:00,21.3737139544999,34.61196797347898,9.290327935938237,9.274850000000001,100,0
EURSEKpro,10080,1970.01.01 00:00:00,0,0,0,0,2,0
EURSEKpro,43200,1970.01.01 00:00:00,0,0,0,0,1,0
EURTRYpro,1,2016.05.30 20:08:00,12.71428571428632,10.24907189136627,3.292583587912971,3.29314,100,58
EURTRYpro,5,2016.05.30 21:00:00,33.14255983350705,26.08498093495681,3.291527689596546,3.29161,45,0
EURTRYpro,15,2016.05.30 20:45:00,47.74703557312361,37.6898732319949,3.292237330868415,3.29197,100,0
EURTRYpro,30,2016.05.30 20:30:00,0,0,3.292578448,3.29197,9,0
EURTRYpro,60,2016.05.30 20:00:00,0,0,0,3.29197,5,0
EURTRYpro,240,1970.01.01 00:00:00,0,0,0,0,2,0
EURTRYpro,1440,2016.05.28 00:00:00,12.60885102221219,12.08357453840707,3.304685513641836,3.28596,100,0
EURTRYpro,10080,1970.01.01 00:00:00,0,0,0,0,1,0
EURTRYpro,43200,1970.01.01 00:00:00,0,0,0,0,1,0
EURUSD,1,2016.05.30 20:25:00,19.5804195804261,19.27851266149866,1.11357797237845,1.11361,100,41
EURUSD,5,2016.05.30 21:00:00,78.50746268656911,74.2328210981688,1.113802464314477,1.11375,45,0
EURUSD,15,2016.05.30 20:45:00,51.91146881288097,61.10445328041874,1.113737063911829,1.11386,100,0
EURUSD,30,2016.05.30 20:30:00,0,0,1.113708896,1.11386,9,0
EURUSD,60,2016.05.30 20:00:00,90.41487839771067,86.02681894723698,1.112884216529948,1.11386,100,0
EURUSD,240,2016.05.30 17:00:00,17.50386398763508,10.34257335268837,1.113295038038746,1.11386,100,1
EURUSD,1440,2016.05.28 00:00:00,8.936292879792521,9.792966608238581,1.118017309331744,1.11099,100,0
EURUSD,10080,2016.05.22 00:00:00,51.78817750563523,69.21102525901117,1.124624752331217,1.11099,100,0
EURUSD,43200,1970.01.01 00:00:00,0,0,0,0,1,0
EURUSDpro,1,2016.05.30 20:25:00,19.5804195804261,19.27851266149866,1.11357797237845,1.11361,100,41
EURUSDpro,5,2016.05.30 21:00:00,78.50746268656911,74.2328210981688,1.113802464314477,1.11375,45,0
EURUSDpro,15,2016.05.30 20:45:00,51.91146881288097,0,1.113760221425254,1.11386,16,0
EURUSDpro,30,2016.05.30 20:30:00,0,0,1.113708896,1.11386,9,0
EURUSDpro,60,2016.05.30 20:00:00,90.41487839771067,86.02681894723733,1.112884216529948,1.11386,100,0
EURUSDpro,240,1970.01.01 00:00:00,0,0,0,0,2,0
EURUSDpro,1440,2016.05.28 00:00:00,8.936292879792521,9.792966608238581,1.118017309331744,1.11099,100,0
EURUSDpro,10080,2016.05.22 00:00:00,51.78817750563523,69.21102525901118,1.124624752331217,1.11099,100,0
EURUSDpro,43200,1970.01.01 00:00:00,0,0,0,0,1,0
FRA40,1,2016.05.30 20:11:00,17.07317073170732,6.692596494071282,4494.970582527569,4495,100,50
FRA40,5,2016.05.30 21:00:00,56.41025641025641,52.44338822875409,4496.181568264401,4497,46,0
FRA40,15,2016.05.30 20:45:00,70.07299270072993,77.53745402181156,4494.342009786764,4496.5,31,0
FRA40,30,2016.05.30 20:30:00,0,0,4492.7464,4496.5,9,0
FRA40,60,2016.05.30 20:00:00,64,57.83360033384425,4488.231650770324,4496.5,100,0
FRA40,240,1970.01.01 00:00:00,0,0,0,0,2,0
FRA40,1440,2016.05.28 00:00:00,96.85382381413359,77.16713840120353,4410.83959213616,4487.5,100,0
FRA40,10080,1970.01.01 00:00:00,0,0,0,0,2,0
FRA40,43200,1970.01.01 00:00:00,0,0,0,0,1,0
GBPAUDpro,1,2016.05.30 21:05:00,99.51456310679298,80.84852639455494,2.035217647712428,2.03621,100,0
GBPAUDpro,5,2016.05.30 21:00:00,38.18749999999797,34.32396571681583,2.034824430215591,2.03587,45,0
GBPAUDpro,15,2016.05.30 20:45:00,76.84630738522931,71.37256804067462,2.03442404053039,2.03442,100,0
GBPAUDpro,30,2016.05.30 20:30:00,0,0,2.033912608,2.03442,9,0
