20160714,76
10000555,510050C9M01850,50ETF购9月1850,510050,50ETF,1609,2.2360,10000,1.8500,20160128,20160928,20160928,20160928,EC0N0000E   ,6543.20,12.00,7.00,1,1,10,1,5
10000556,510050C9M01900,50ETF购9月1900,510050,50ETF,1609,2.2360,10000,1.9000,20160128,20160928,20160928,20160928,EC0N0000E   ,6043.20,12.00,7.00,1,1,10,1,5
10000557,510050C9M01950,50ETF购9月1950,510050,50ETF,1609,2.2360,10000,1.9500,20160128,20160928,20160928,20160928,EC0N0000E   ,5570.20,12.00,7.00,1,1,10,1,5
10000558,510050C9M02000,50ETF购9月2000,510050,50ETF,1609,2.2360,10000,2.0000,20160128,20160928,20160928,20160928,EC0N0000E   ,5108.20,12.00,7.00,1,1,10,1,5
10000559,510050C9M02050,50ETF购9月2050,510050,50ETF,1609,2.2360,10000,2.0500,20160128,20160928,20160928,20160928,EC0N0000E   ,4689.20,12.00,7.00,1,1,10,1,5
10000560,510050P9M01850,50ETF沽9月1850,510050,50ETF,1609,2.2360,10000,1.8500,20160128,20160928,20160928,20160928,EP0N0000E   ,1329.00,12.00,7.00,1,1,10,1,5
10000561,510050P9M01900,50ETF沽9月1900,510050,50ETF,1609,2.2360,10000,1.9000,20160128,20160928,20160928,20160928,EP0N0000E   ,1384.00,12.00,7.00,1,1,10,1,5
10000562,510050P9M01950,50ETF沽9月1950,510050,50ETF,1609,2.2360,10000,1.9500,20160128,20160928,20160928,20160928,EP0N0000E   ,1447.00,12.00,7.00,1,1,10,1,5
10000563,510050P9M02000,50ETF沽9月2000,510050,50ETF,1609,2.2360,10000,2.0000,20160128,20160928,20160928,20160928,EP0N0000E   ,1530.00,12.00,7.00,1,1,10,1,5
10000564,510050P9M02050,50ETF沽9月2050,510050,50ETF,1609,2.2360,10000,2.0500,20160128,20160928,20160928,20160928,EP0N0000E   ,1621.00,12.00,7.00,1,1,10,1,5
10000569,510050C9M01800,50ETF购9月1800,510050,50ETF,1609,2.2360,10000,1.8000,20160129,20160928,20160928,20160928,EC0N0000E   ,7043.20,12.00,7.00,1,1,10,1,5
10000570,510050P9M01800,50ETF沽9月1800,510050,50ETF,1609,2.2360,10000,1.8000,20160129,20160928,20160928,20160928,EP0N0000E   ,1284.00,12.00,7.00,1,1,10,1,5
10000571,510050C9M02100,50ETF购9月2100,510050,50ETF,1609,2.2360,10000,2.1000,20160201,20160928,20160928,20160928,EC0N0000E   ,4291.20,12.00,7.00,1,1,10,1,5
10000572,510050P9M02100,50ETF沽9月2100,510050,50ETF,1609,2.2360,10000,2.1000,20160201,20160928,20160928,20160928,EP0N0000E   ,1737.00,12.00,7.00,1,1,10,1,5
10000573,510050C9M02150,50ETF购9月2150,510050,50ETF,1609,2.2360,10000,2.1500,20160223,20160928,20160928,20160928,EC0N0000E   ,3933.20,12.00,7.00,1,1,10,1,5
10000574,510050P9M02150,50ETF沽9月2150,510050,50ETF,1609,2.2360,10000,2.1500,20160223,20160928,20160928,20160928,EP0N0000E   ,2240.20,12.00,7.00,1,1,10,1,5
10000591,510050C9M02200,50ETF购9月2200,510050,50ETF,1609,2.2360,10000,2.2000,20160307,20160928,20160928,20160928,EC0N0000E   ,3616.20,12.00,7.00,1,1,10,1,5
10000592,510050P9M02200,50ETF沽9月2200,510050,50ETF,1609,2.2360,10000,2.2000,20160307,20160928,20160928,20160928,EP0N0000E   ,2931.20,12.00,7.00,1,1,10,1,5
10000595,510050C9M02250,50ETF购9月2250,510050,50ETF,1609,2.2360,10000,2.2500,20160317,20160928,20160928,20160928,EC0N0000E   ,3233.20,12.00,7.00,1,1,10,1,5
10000596,510050P9M02250,50ETF沽9月2250,510050,50ETF,1609,2.2360,10000,2.2500,20160317,20160928,20160928,20160928,EP0N0000E   ,3543.20,12.00,7.00,1,1,10,1,5
10000599,510050C9M02300,50ETF购9月2300,510050,50ETF,1609,2.2360,10000,2.3000,20160322,20160928,20160928,20160928,EC0N0000E   ,2540.20,12.00,7.00,1,1,10,1,5
10000600,510050P9M02300,50ETF沽9月2300,510050,50ETF,1609,2.2360,10000,2.3000,20160322,20160928,20160928,20160928,EP0N0000E   ,3843.20,12.00,7.00,1,1,10,1,5
10000615,510050CCM02050,50ETF购12月2050,510050,50ETF,1612,2.2360,10000,2.0500,20160428,20161228,20161228,20161228,EC0N0000E   ,4821.20,12.00,7.00,1,1,10,1,5
10000616,510050CCM02100,50ETF购12月2100,510050,50ETF,1612,2.2360,10000,2.1000,20160428,20161228,20161228,20161228,EC0N0000E   ,4498.20,12.00,7.00,1,1,10,1,5
10000617,510050CCM02150,50ETF购12月2150,510050,50ETF,1612,2.2360,10000,2.1500,20160428,20161228,20161228,20161228,EC0N0000E   ,4184.20,12.00,7.00,1,1,10,1,5
10000618,510050CCM02200,50ETF购12月2200,510050,50ETF,1612,2.2360,10000,2.2000,20160428,20161228,20161228,20161228,EC0N0000E   ,3921.20,12.00,7.00,1,1,10,1,5
10000619,510050CCM02250,50ETF购12月2250,510050,50ETF,1612,2.2360,10000,2.2500,20160428,20161228,20161228,20161228,EC0N0000E   ,3558.20,12.00,7.00,1,1,10,1,5
10000620,510050PCM02050,50ETF沽12月2050,510050,50ETF,1612,2.2360,10000,2.0500,20160428,20161228,20161228,20161228,EP0N0000E   ,1943.00,12.00,7.00,1,1,10,1,5
10000621,510050PCM02100,50ETF沽12月2100,510050,50ETF,1612,2.2360,10000,2.1000,20160428,20161228,20161228,20161228,EP0N0000E   ,2136.00,12.00,7.00,1,1,10,1,5
10000622,510050PCM02150,50ETF沽12月2150,510050,50ETF,1612,2.2360,10000,2.1500,20160428,20161228,20161228,20161228,EP0N0000E   ,2678.20,12.00,7.00,1,1,10,1,5
10000623,510050PCM02200,50ETF沽12月2200,510050,50ETF,1612,2.2360,10000,2.2000,20160428,20161228,20161228,20161228,EP0N0000E   ,3402.20,12.00,7.00,1,1,10,1,5
10000624,510050PCM02250,50ETF沽12月2250,510050,50ETF,1612,2.2360,10000,2.2500,20160428,20161228,20161228,20161228,EP0N0000E   ,4022.20,12.00,7.00,1,1,10,1,5
10000625,510050CCM02000,50ETF购12月2000,510050,50ETF,1612,2.2360,10000,2.0000,20160509,20161228,20161228,20161228,EC0N0000E   ,5192.20,12.00,7.00,1,1,10,1,5
10000626,510050PCM02000,50ETF沽12月2000,510050,50ETF,1612,2.2360,10000,2.0000,20160509,20161228,20161228,20161228,EP0N0000E   ,1781.00,12.00,7.00,1,1,10,1,5
10000629,510050CCM01950,50ETF购12月1950,510050,50ETF,1612,2.2360,10000,1.9500,20160510,20161228,20161228,20161228,EC0N0000E   ,5589.20,12.00,7.00,1,1,10,1,5
10000630,510050PCM01950,50ETF沽12月1950,510050,50ETF,1612,2.2360,10000,1.9500,20160510,20161228,20161228,20161228,EP0N0000E   ,1645.00,12.00,7.00,1,1,10,1,5
10000631,510050C7M01950,50ETF购7月1950,510050,50ETF,1607,2.2360,10000,1.9500,20160526,20160727,20160727,20160727,EC0N0000E   ,5551.20,12.00,7.00,1,1,10,1,5
10000632,510050C7M02000,50ETF购7月2000,510050,50ETF,1607,2.2360,10000,2.0000,20160526,20160727,20160727,20160727,EC0N0000E   ,5054.20,12.00,7.00,1,1,10,1,5
10000633,510050C7M02050,50ETF购7月2050,510050,50ETF,1607,2.2360,10000,2.0500,20160526,20160727,20160727,20160727,EC0N0000E   ,4558.20,12.00,7.00,1,1,10,1,5
