20160714,76
10000634,510050C7M02100,50ETF购7月2100,510050,50ETF,1607,2.2360,10000,2.1000,20160526,20160727,20160727,20160727,EC0N0000E   ,4062.20,12.00,7.00,1,1,10,1,5
10000635,510050C7M02150,50ETF购7月2150,510050,50ETF,1607,2.2360,10000,2.1500,20160526,20160727,20160727,20160727,EC0N0000E   ,3591.20,12.00,7.00,1,1,10,1,5
10000636,510050P7M01950,50ETF沽7月1950,510050,50ETF,1607,2.2360,10000,1.9500,20160526,20160727,20160727,20160727,EP0N0000E   ,1371.00,12.00,7.00,1,1,10,1,5
10000637,510050P7M02000,50ETF沽7月2000,510050,50ETF,1607,2.2360,10000,2.0000,20160526,20160727,20160727,20160727,EP0N0000E   ,1408.00,12.00,7.00,1,1,10,1,5
10000638,510050P7M02050,50ETF沽7月2050,510050,50ETF,1607,2.2360,10000,2.0500,20160526,20160727,20160727,20160727,EP0N0000E   ,1446.00,12.00,7.00,1,1,10,1,5
10000639,510050P7M02100,50ETF沽7月2100,510050,50ETF,1607,2.2360,10000,2.1000,20160526,20160727,20160727,20160727,EP0N0000E   ,1490.00,12.00,7.00,1,1,10,1,5
10000640,510050P7M02150,50ETF沽7月2150,510050,50ETF,1607,2.2360,10000,2.1500,20160526,20160727,20160727,20160727,EP0N0000E   ,1865.20,12.00,7.00,1,1,10,1,5
10000641,510050C7M02200,50ETF购7月2200,510050,50ETF,1607,2.2360,10000,2.2000,20160530,20160727,20160727,20160727,EC0N0000E   ,3170.20,12.00,7.00,1,1,10,1,5
10000642,510050P7M02200,50ETF沽7月2200,510050,50ETF,1607,2.2360,10000,2.2000,20160530,20160727,20160727,20160727,EP0N0000E   ,2442.20,12.00,7.00,1,1,10,1,5
10000643,510050C7M02250,50ETF购7月2250,510050,50ETF,1607,2.2360,10000,2.2500,20160601,20160727,20160727,20160727,EC0N0000E   ,2741.20,12.00,7.00,1,1,10,1,5
10000644,510050P7M02250,50ETF沽7月2250,510050,50ETF,1607,2.2360,10000,2.2500,20160601,20160727,20160727,20160727,EP0N0000E   ,3013.20,12.00,7.00,1,1,10,1,5
10000645,510050C8M02000,50ETF购8月2000,510050,50ETF,1608,2.2360,10000,2.0000,20160623,20160824,20160824,20160824,EC0N0000E   ,5062.20,12.00,7.00,1,1,10,1,5
10000646,510050C8M02050,50ETF购8月2050,510050,50ETF,1608,2.2360,10000,2.0500,20160623,20160824,20160824,20160824,EC0N0000E   ,4591.20,12.00,7.00,1,1,10,1,5
10000647,510050C8M02100,50ETF购8月2100,510050,50ETF,1608,2.2360,10000,2.1000,20160623,20160824,20160824,20160824,EC0N0000E   ,4140.20,12.00,7.00,1,1,10,1,5
10000648,510050C8M02150,50ETF购8月2150,510050,50ETF,1608,2.2360,10000,2.1500,20160623,20160824,20160824,20160824,EC0N0000E   ,3732.20,12.00,7.00,1,1,10,1,5
10000649,510050C8M02200,50ETF购8月2200,510050,50ETF,1608,2.2360,10000,2.2000,20160623,20160824,20160824,20160824,EC0N0000E   ,3392.20,12.00,7.00,1,1,10,1,5
10000650,510050P8M02000,50ETF沽8月2000,510050,50ETF,1608,2.2360,10000,2.0000,20160623,20160824,20160824,20160824,EP0N0000E   ,1423.00,12.00,7.00,1,1,10,1,5
10000651,510050P8M02050,50ETF沽8月2050,510050,50ETF,1608,2.2360,10000,2.0500,20160623,20160824,20160824,20160824,EP0N0000E   ,1476.00,12.00,7.00,1,1,10,1,5
10000652,510050P8M02100,50ETF沽8月2100,510050,50ETF,1608,2.2360,10000,2.1000,20160623,20160824,20160824,20160824,EP0N0000E   ,1557.00,12.00,7.00,1,1,10,1,5
10000653,510050P8M02150,50ETF沽8月2150,510050,50ETF,1608,2.2360,10000,2.1500,20160623,20160824,20160824,20160824,EP0N0000E   ,2000.20,12.00,7.00,1,1,10,1,5
10000654,510050P8M02200,50ETF沽8月2200,510050,50ETF,1608,2.2360,10000,2.2000,20160623,20160824,20160824,20160824,EP0N0000E   ,2668.20,12.00,7.00,1,1,10,1,5
10000655,510050C8M02250,50ETF购8月2250,510050,50ETF,1608,2.2360,10000,2.2500,20160630,20160824,20160824,20160824,EC0N0000E   ,2998.20,12.00,7.00,1,1,10,1,5
10000656,510050P8M02250,50ETF沽8月2250,510050,50ETF,1608,2.2360,10000,2.2500,20160630,20160824,20160824,20160824,EP0N0000E   ,3273.20,12.00,7.00,1,1,10,1,5
10000657,510050C7M02300,50ETF购7月2300,510050,50ETF,1607,2.2360,10000,2.3000,20160705,20160727,20160727,20160727,EC0N0000E   ,2121.20,12.00,7.00,1,1,10,1,5
10000658,510050P7M02300,50ETF沽7月2300,510050,50ETF,1607,2.2360,10000,2.3000,20160705,20160727,20160727,20160727,EP0N0000E   ,3383.20,12.00,7.00,1,1,10,1,5
10000659,510050C8M02300,50ETF购8月2300,510050,50ETF,1608,2.2360,10000,2.3000,20160705,20160824,20160824,20160824,EC0N0000E   ,2318.20,12.00,7.00,1,1,10,1,5
10000660,510050P8M02300,50ETF沽8月2300,510050,50ETF,1608,2.2360,10000,2.3000,20160705,20160824,20160824,20160824,EP0N0000E   ,3593.20,12.00,7.00,1,1,10,1,5
10000661,510050CCM02300,50ETF购12月2300,510050,50ETF,1612,2.2360,10000,2.3000,20160705,20161228,20161228,20161228,EC0N0000E   ,2853.20,12.00,7.00,1,1,10,1,5
10000662,510050PCM02300,50ETF沽12月2300,510050,50ETF,1612,2.2360,10000,2.3000,20160705,20161228,20161228,20161228,EP0N0000E   ,4325.20,12.00,7.00,1,1,10,1,5
10000663,510050C7M02350,50ETF购7月2350,510050,50ETF,1607,2.2360,10000,2.3500,20160713,20160727,20160727,20160727,EC0N0000E   ,1601.20,12.00,7.00,1,1,10,1,5
10000664,510050P7M02350,50ETF沽7月2350,510050,50ETF,1607,2.2360,10000,2.3500,20160713,20160727,20160727,20160727,EP0N0000E   ,3839.20,12.00,7.00,1,1,10,1,5
10000665,510050C8M02350,50ETF购8月2350,510050,50ETF,1608,2.2360,10000,2.3500,20160713,20160824,20160824,20160824,EC0N0000E   ,1740.20,12.00,7.00,1,1,10,1,5
10000666,510050P8M02350,50ETF沽8月2350,510050,50ETF,1608,2.2360,10000,2.3500,20160713,20160824,20160824,20160824,EP0N0000E   ,3978.20,12.00,7.00,1,1,10,1,5
10000667,510050C9M02350,50ETF购9月2350,510050,50ETF,1609,2.2360,10000,2.3500,20160713,20160928,20160928,20160928,EC0N0000E   ,1909.20,12.00,7.00,1,1,10,1,5
10000668,510050P9M02350,50ETF沽9月2350,510050,50ETF,1609,2.2360,10000,2.3500,20160713,20160928,20160928,20160928,EP0N0000E   ,4160.20,12.00,7.00,1,1,10,1,5
10000669,510050CCM02350,50ETF购12月2350,510050,50ETF,1612,2.2360,10000,2.3500,20160713,20161228,20161228,20161228,EC0N0000E   ,2214.20,12.00,7.00,1,1,10,1,5
10000670,510050PCM02350,50ETF沽12月2350,510050,50ETF,1612,2.2360,10000,2.3500,20160713,20161228,20161228,20161228,EP0N0000E   ,4649.20,12.00,7.00,1,1,10,1,5
