190|6|3790
190|6|3799
173|2|3808
173|2|3809
31|2|3840
31|2|3841
31|2|3848
31|2|3849
312|6|3860
64|6|3879
615|0|3899
271|6|3900
271|6|3901
271|6|3908
271|6|3909
457|6|3910
457|6|3916
457|6|3917
457|6|3918
457|6|3919
151|6|3920
113|2|3938
113|2|3939
603|6|3949
133|6|3958
133|6|3959
237|2|3960
237|2|3962
237|2|3966
237|2|3968
237|2|3969
29|2|3990
29|2|3991
29|2|3998
29|2|3999
529|2|4010
529|2|4019
67|4|4020
67|4|4021
67|4|4022
67|4|4023
67|4|4029
39|2|4030
39|2|4031
39|2|4039
67|4|4050
67|4|4051
67|4|4052
67|4|4053
67|4|4054
67|4|4055
67|4|4056
67|4|4057
67|4|4058
67|4|4059
67|4|4060
67|4|4061
67|4|4062
67|4|4063
67|4|4064
67|4|4065
67|4|4066
67|4|4067
67|4|4068
67|4|4069
67|4|4070
67|4|4071
67|4|4072
67|4|4073
67|4|4074
67|4|4075
67|4|4076
67|4|4077
67|4|4078
67|4|4079
423|4|4080
423|4|4081
423|4|4082
423|4|4083
423|4|4085
423|4|4086
423|4|4087
423|4|4088
423|4|4089
423|4|4098
423|4|4099
67|4|4107
67|4|4108
67|4|4109
135|2|4120
135|2|4121
135|2|4127
135|2|4128
135|2|4129
122|0|4130
122|0|4139
358|6|4140
358|6|4149
455|6|4158
455|6|4159
233|6|4160
233|6|4164
233|6|4165
233|6|4167
233|6|4168
233|6|4169
67|4|4170
67|4|4171
67|4|4173
67|4|4174
67|4|4175
67|4|4176
170|6|4180
170|6|4188
170|6|4189
388|1|4256
388|1|4257
388|1|4258
388|1|4259
351|6|4288
351|6|4289
524|6|4299
484|6|4300
484|6|4308
484|6|4309
211|6|4310
211|6|4318
211|6|4319
614|2|4329
65|6|4330
65|6|4331
65|6|4337
65|6|4338
65|6|4339
1|4|4377
1|4|4378
314|6|4380
314|6|4389
623|0|4399
201|2|4400
201|2|4407
201|2|4408
201|2|4409
362|2|4410
362|2|4418
362|2|4419
527|1|4420
527|1|4421
527|1|4422
527|1|4423
527|1|4424
527|1|4425
527|1|4426
527|1|4427
527|1|4428
527|1|4429
523|6|4430
523|6|4437
523|6|4438
523|6|4439
331|2|4468
299|6|4470
252|6|4500
252|6|4509
539|1|4510
539|1|4518
539|1|4519
318|6|4520
318|6|4529
309|2|4550
309|2|4551
309|2|4558
145|1|4560
145|1|4569
343|2|4570
343|2|4571
343|2|4572
343|2|4573
343|2|4574
343|2|4575
343|2|4576
343|2|4577
343|2|4578
343|2|4579
397|2|4580
397|2|4581
397|2|4582
397|2|4583
397|2|4585
397|2|4588
397|2|4589
79|4|4595
79|4|4598
79|4|4599
397|2|4626
397|2|4627
397|2|4628
397|2|4636
397|2|4637
397|2|4638
397|2|4639
198|3|4645
198|3|4646
198|3|4647
198|3|4648
397|2|4654
397|2|4655
397|2|4658
397|2|4659
397|2|4660
397|2|4661
397|2|4662
397|2|4663
397|2|4665
397|2|4666
397|2|4667
397|2|4668
397|2|4669
194|1|4678
194|1|4679
397|2|4683
397|2|4686
397|2|4688
397|2|4689
3|6|4690
3|6|4699
5|1|4708
220|2|4720
220|2|4728
220|2|4729
506|6|4779
49|0|4780
625|1|4798
621|0|4799
482|6|4805
482|6|4806
482|6|4807
482|6|4808
482|6|4809
483|6|4824
483|6|4825
483|6|4826
483|6|4827
483|6|4828
483|6|4829
418|2|4836
418|2|4838
418|2|4839
500|6|4840
500|6|4849
166|6|4869
429|5|4870
168|4|4880
168|4|4881
41|6|4899
258|4|4900
258|4|4908
258|4|4909
361|2|4920
361|2|4921
361|2|4922
361|2|4929
101|6|4950
101|6|4959
68|4|4968
68|4|4969
68|4|4970
68|4|4973
68|4|4974
68|4|4975
68|4|4976
68|4|4977
68|4|4978
68|4|4979
429|5|4989
472|0|4990
472|0|4999
58|6|5000
32|2|5010
32|2|5011
32|2|5018
571|0|5020
571|0|5028
571|0|5029
618|0|5039
461|1|5057
461|1|5058
461|1|5059
573|2|5068
573|2|5069
427|6|5087
427|6|5089
111|2|5090
111|2|5091
111|2|5098
111|2|5099
229|6|5110
459|6|5120
459|6|5128
459|6|5129
74|2|5130
74|2|5131
74|2|5135
74|2|5137
74|2|5138
74|2|5139
91|6|5140
91|6|5141
91|6|5147
91|6|5148
91|6|5149
417|2|5160
417|2|5168
417|2|5169
52|6|5179
100|1|5192
100|1|5193
100|1|5194
100|1|5195
100|1|5196
100|1|5197
100|1|5198
136|0|5209
269|1|5218
269|1|5219
269|1|5220
269|1|5221
269|1|5222
269|1|5227
269|1|5228
269|1|5229
616|1|5239
184|2|5245
184|2|5246
184|2|5247
184|2|5248
184|2|5249
364|2|5260
364|2|5262
364|2|5267
364|2|5268
364|2|5269
281|2|5280
281|2|5289
421|5|5290
421|5|5298
421|5|5299
168|4|5307
168|4|5308
168|4|5309
104|6|5310
104|6|5319
429|5|5327
429|5|5331
429|5|5332
429|5|5333
429|5|5336
429|5|5337
429|5|5338
429|5|5339
429|5|5340
429|5|5341
429|5|5344
429|5|5345
429|5|5346
429|5|5347
429|5|5349
336|6|5354
336|6|5355
336|6|5356
336|6|5357
336|6|5358
336|6|5359
336|6|5360
336|6|5361
336|6|5362
336|6|5363
336|6|5364
336|6|5365
336|6|5366
336|6|5367
336|6|5368
336|6|5369
336|6|5374
336|6|5375
336|6|5376
336|6|5377
336|6|5378
336|6|5379
256|3|5387
256|3|5388
256|3|5389
36|6|5391
203|0|5406
203|0|5407
203|0|5408
203|0|5409
336|6|5414
336|6|5415
336|6|5416
336|6|5417
336|6|5418
336|6|5419
200|2|5430
200|2|5437
200|2|5439
208|6|5440
336|6|5454
336|6|5455
336|6|5456
336|6|5457
336|6|5458
336|6|5459
430|5|5465
430|5|5467
430|5|5468
430|5|5469
184|2|5470
184|2|5471
184|2|5472
184|2|5473
184|2|5475
184|2|5476
184|2|5477
184|2|5478
184|2|5479
76|0|5499
323|2|5510
323|2|5511
323|2|5512
323|2|5513
323|2|5514
323|2|5515
323|2|5516
323|2|5517
323|2|5518
323|2|5519
323|2|5520
323|2|5521
323|2|5522
323|2|5523
323|2|5524
323|2|5525
323|2|5526
323|2|5527
323|2|5528
323|2|5529
323|2|5530
323|2|5531
323|2|5538
323|2|5539
187|6|5559
575|2|5579
546|0|5589
169|6|5590
169|6|5599
390|0|5610
390|0|5619
84|6|5630
84|6|5631
84|6|5637
84|6|5638
373|2|5660
373|2|5661
373|2|5662
373|2|5664
373|2|5665
373|2|5666
373|2|5667
373|2|5668
373|2|5669
556|6|5670
556|6|5671
556|6|5672
556|6|5674
556|6|5675
378|6|5689
228|6|5700
228|6|5701
228|6|5708
228|6|5709
398|6|5719
556|6|5724
509|1|5764
509|1|5765
509|1|5766
509|1|5767
509|1|5768
509|1|5769
57|1|5775
57|1|5776
57|1|5777
57|1|5778
57|1|5779
324|6|5790
324|6|5799
469|1|5810
469|1|5816
469|1|5817
469|1|5818
469|1|5819
396|2|5820
396|2|5829
336|6|5830
336|6|5831
336|6|5832
336|6|5833
336|6|5834
336|6|5835
336|6|5836
336|6|5837
336|6|5838
336|6|5839
496|6|5849
216|6|5850
115|1|5880
115|1|5881
115|1|5886
115|1|5887
115|1|5888
115|1|5889
268|6|5910
268|6|5919
346|3|5930
346|3|5932
346|3|5937
287|6|5940
287|6|5949
123|4|5957
123|4|5959
292|6|5969
498|6|5978
498|6|5979
253|6|5980
253|6|5982
253|6|5983
253|6|5984
253|6|5985
253|6|5986
253|6|5987
253|6|5988
253|6|5989
22|2|6000
22|2|6001
22|2|6008
22|2|6009
207|6|6010
207|6|6018
532|0|6040
532|0|6048
551|6|6059
470|1|6067
470|1|6068
470|1|6069
74|2|6078
74|2|6079
204|3|6080
204|3|6081
204|3|6082
204|3|6083
204|3|6084
204|3|6085
204|3|6086
204|3|6087
204|3|6088
204|3|6089
209|0|6097
209|0|6098
209|0|6099
100|1|6100
100|1|6101
100|1|6102
100|1|6103
100|1|6104
100|1|6105
100|1|6106
100|1|6107
100|1|6108
100|1|6109
243|6|6119
193|2|6120
193|2|6121
193|2|6122
193|2|6123
193|2|6125
193|2|6126
193|2|6127
193|2|6128
193|2|6129
383|6|6165
383|6|6166
383|6|6167
383|6|6168
383|6|6169
488|6|6170
488|6|6179
540|6|6180
540|6|6189
329|6|6190
329|6|6199
342|6|6209
319|6|6210
319|6|6219
332|2|6220
332|2|6223
332|2|6226
332|2|6227
332|2|6228
332|2|6229
368|6|6250
368|6|6256
368|6|6257
368|6|6258
368|6|6259
108|2|6270
108|2|6271
108|2|6278
108|2|6279
412|6|6280
473|6|6299
481|6|6300
481|6|6308
481|6|6309
51|6|6310
51|5|6317
51|6|6318
51|6|6319
445|6|6330
445|6|6338
512|6|6340
512|6|6349
231|2|6368
231|2|6369
126|2|6377
126|2|6378
126|2|6379
430|5|6383
430|5|6385
430|5|6386
430|5|6387
430|5|6388
430|5|6389
474|1|6390
474|1|6394
474|1|6395
474|1|6396
474|1|6398
474|1|6399
276|6|6410
276|6|6419
409|1|6424
409|1|6425
409|1|6426
409|1|6430
409|1|6431
409|1|6432
409|1|6433
409|1|6434
409|1|6435
409|1|6436
409|1|6437
409|1|6438
409|1|6439
409|1|6448
409|1|6449
295|3|6457
295|3|6458
295|3|6459
485|6|6460
485|6|6468
485|6|6469
256|3|6470
256|3|6471
256|3|6472
256|3|6473
256|3|6474
256|3|6475
256|3|6476
256|3|6477
256|3|6478
256|3|6479
369|2|6480
369|2|6488
369|2|6489
552|6|6508
552|6|6509
516|6|6515
516|6|6516
516|6|6517
516|6|6518
516|6|6519
301|2|6520
301|2|6521
301|2|6523
301|2|6525
301|2|6526
301|2|6527
301|2|6528
301|2|6529
525|1|6540
525|1|6542
525|1|6543
525|1|6544
525|1|6545
525|1|6546
525|1|6547
525|1|6548
525|1|6549
219|6|6550
219|6|6559
24|2|6560
24|2|6567
24|2|6568
24|2|6569
502|2|6570
502|2|6579
317|6|6580
317|6|6589
140|1|6608
140|1|6609
129|2|6610
129|2|6611
129|2|6612
129|2|6616
129|2|6617
129|2|6618
129|2|6619
225|6|6641
225|6|6642
225|6|6643
225|6|6644
225|6|6645
225|6|6646
225|6|6647
225|6|6648
225|6|6649
225|6|6650
225|6|6651
225|6|6652
225|6|6653
225|6|6654
225|6|6655
225|6|6656
225|6|6657
225|6|6658
225|6|6659
504|6|6669
495|6|6678
495|6|6679
290|6|6690
290|6|6697
290|6|6698
98|2|6700
98|2|6701
98|2|6702
98|2|6707
98|2|6708
98|2|6709
533|6|6721
533|6|6722
533|6|6723
533|6|6724
533|6|6725
533|6|6726
533|6|6727
533|6|6728
533|6|6729
320|6|6750
320|6|6759
130|2|6770
130|2|6771
130|2|6772
130|2|6773
130|2|6774
130|2|6775
130|2|6776
130|2|6777
130|2|6778
130|2|6779
130|2|6780
374|6|6790
374|6|6799
250|6|6800
250|6|6809
150|3|6820
150|3|6821
150|3|6822
150|3|6823
150|3|6824
150|3|6825
150|3|6826
150|3|6827
150|3|6828
150|3|6829
150|3|6830
150|3|6831
150|3|6832
150|3|6835
150|3|6837
150|3|6838
150|3|6839
163|6|6849
327|2|6867
327|2|6868
327|2|6869
355|6|6889
464|6|6898
464|6|6899
453|2|6900
453|2|6902
453|2|6903
453|2|6904
453|2|6905
453|2|6906
453|2|6907
453|2|6908
453|2|6909
171|6|6919
353|6|6930
353|6|6939
226|6|6940
226|6|6949
118|2|6950
118|2|6958
118|2|6959
572|0|6967
572|0|6968
572|0|6969
490|6|6978
490|6|6979
154|2|6984
154|2|6985
154|2|6986
154|2|6987
154|2|6988
154|2|6989
599|1|6999
159|6|7000
159|6|7009
453|2|7016
453|2|7018
453|2|7019
453|2|7020
453|2|7021
453|2|7022
453|2|7023
453|2|7024
453|2|7025
453|2|7026
453|2|7027
453|2|7028
453|2|7029
179|2|7040
179|2|7042
179|2|7046
179|2|7047
179|2|7048
