,‰ª£Á†Å,ÂêçÁß∞,Ê∂®ÂπÖ%%,Êî∂Áõò,Êàê‰∫§Èáè,ÊÄªÈáëÈ¢ù,QSYJS0,DYX0,WYX0,WTP0,DTP1,WTP1,DTP2,WTP2,MKDJS0,SD,ED,TO,TC,QJZF
2015-10-08,="000929",¿º÷›ª∆∫”,5.93,12.50,  982.3ÕÚ,  1.21“⁄,11.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.500,12.500,0.000
2015-10-26,="600378",ÃÏø∆π…∑›,2.20,15.80,  853.3ÕÚ,  1.34“⁄,17.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151026.0,1151028.0,15.800,16.790,6.266
2015-10-26,="000712",Ωı¡˙π…∑›,2.77,27.45,   6446ÕÚ,  18.0“⁄,20.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1151026.0,1151028.0,27.450,25.910,-5.610
2015-11-04,="300140",∆Ù‘¥◊∞±∏,8.71,22.46,  979.6ÕÚ,  2.13“⁄,16.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,22.460,27.650,23.108
2015-11-04,="600180",»√ØÕ®,7.29,24.00,  502.7ÕÚ,  1.17“⁄,13.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,24.000,28.140,17.250
2015-11-04,="600198",¥ÛÃ∆µÁ–≈,7.97,20.99,   3949ÕÚ,  8.06“⁄,17.000,3.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,20.990,24.550,16.960
2015-11-04,="000156",ª™ ˝¥´√Ω,4.76,28.60,   2327ÕÚ,  6.52“⁄,37.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,28.600,32.950,15.210
2015-11-04,="600808",¬Ì∏÷π…∑›,4.36,3.35,   5028ÕÚ,  1.66“⁄,12.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,3.350,3.840,14.627
2015-11-04,="300049",∏£»π…∑›,9.24,30.15,   1366ÕÚ,  3.98“⁄,24.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,30.150,34.360,13.964
2015-11-04,="000709",∫”∏÷π…∑›,4.17,3.25,   1.75“⁄,  5.59“⁄,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,3.250,3.560,9.538
2015-11-04,="000761",±æ∏÷∞Â≤ƒ,4.43,4.95,   1603ÕÚ, 7786ÕÚ,11.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,4.950,5.390,8.889
2015-11-04,="600569",∞≤—Ù∏÷Ã˙,3.40,3.04,   2256ÕÚ, 6762ÕÚ,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,3.040,3.270,7.566
2015-11-04,="000898",∞∞∏÷π…∑›,4.15,4.77,   2125ÕÚ,  1.00“⁄,12.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,4.770,5.110,7.128
2015-11-04,="600873",√∑ª®…˙ŒÔ,4.74,7.29,   7529ÕÚ,  5.41“⁄,2.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,7.290,7.770,6.584
2015-11-04,="000932",ª™¡‚∏÷Ã˙,3.78,3.02,   2899ÕÚ, 8614ÕÚ,2.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,3.020,3.210,6.291
2015-11-04,="600022",…Ω∂´∏÷Ã˙,3.88,3.21,   6449ÕÚ,  2.04“⁄,11.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,3.210,3.400,5.919
2015-11-04,="600795",π˙µÁµÁ¡¶,3.49,4.15,   1.61“⁄,  6.62“⁄,14.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,4.150,4.370,5.301
2015-11-04,="000100",TCL ºØÕ≈,4.20,3.97,   1.93“⁄,  7.71“⁄,15.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,3.970,4.180,5.290
2015-11-04,="600231",¡Ë∏÷π…∑›,4.67,4.93,   2627ÕÚ,  1.27“⁄,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,4.930,5.190,5.274
2015-11-04,="002592",∞À¡‚ø∆ºº,2.08,43.25,   1592ÕÚ,  6.70“⁄,15.000,3.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1151104.0,1151111.0,43.250,45.300,4.740
2015-11-04,="000883",∫˛±±ƒ‹‘¥,5.76,6.43,   7016ÕÚ,  4.48“⁄,10.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151104.0,1151111.0,6.430,6.730,4.666
2015-11-20,="600873",√∑ª®…˙ŒÔ,2.50,7.80,   1.19“⁄,  9.20“⁄,2.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,7.800,8.630,10.641
2015-11-20,="300217",∂´∑ΩµÁ»»,1.50,12.20,   3712ÕÚ,  4.63“⁄,15.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1151120.0,1151127.0,12.200,12.220,0.164
2015-11-20,="600685",÷–¥¨∑¿ŒÒ,1.27,39.78,  520.0ÕÚ,  2.06“⁄,13.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,39.780,38.390,-3.494
2015-11-20,="600569",∞≤—Ù∏÷Ã˙,-0.63,3.17,   1577ÕÚ, 4995ÕÚ,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,3.170,3.050,-3.785
2015-11-20,="600794",±£À∞ø∆ºº,-0.28,7.18,   3257ÕÚ,  2.34“⁄,22.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,7.180,6.830,-4.875
2015-11-20,="000932",ª™¡‚∏÷Ã˙,-0.32,3.16,   2729ÕÚ, 8622ÕÚ,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,3.160,2.990,-5.380
2015-11-20,="601766",÷–π˙÷–≥µ,1.06,14.29,   2.00“⁄,  29.0“⁄,12.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,14.290,13.350,-6.578
2015-11-20,="600022",…Ω∂´∏÷Ã˙,0.00,3.24,   4802ÕÚ,  1.56“⁄,11.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,3.240,3.020,-6.790
2015-11-20,="000100",TCL ºØÕ≈,0.49,4.08,   2.10“⁄,  8.74“⁄,15.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,4.080,3.790,-7.108
2015-11-20,="000898",∞∞∏÷π…∑›,0.00,4.94,   1564ÕÚ, 7710ÕÚ,12.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,4.940,4.580,-7.287
2015-11-20,="000709",∫”∏÷π…∑›,0.00,3.46,   1.82“⁄,  6.26“⁄,2.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,3.460,3.140,-9.249
2015-11-20,="600175",√¿∂ºƒ‹‘¥,2.31,6.20,   5944ÕÚ,  3.65“⁄,24.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,6.200,5.580,-10.000
2015-11-20,="600169",Ã´‘≠÷ÿπ§,2.86,6.84,   2.03“⁄,  14.0“⁄,14.000,5.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151120.0,1151127.0,6.840,5.970,-12.719
2015-12-14,="600811",∂´∑ΩºØÕ≈,3.50,8.29,   1982ÕÚ,  1.61“⁄,3.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,8.290,8.850,6.755
2015-12-14,="000709",∫”∏÷π…∑›,2.28,3.14,   1.04“⁄,  3.24“⁄,3.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,3.140,3.340,6.369
2015-12-14,="600588",”√”—Õ¯¬Á,0.17,29.37,   1929ÕÚ,  5.61“⁄,18.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,29.370,31.150,6.061
2015-12-14,="600397",∞≤‘¥√∫“µ,5.80,5.84,   3617ÕÚ,  2.07“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,5.840,6.150,5.308
2015-12-14,="000712",Ωı¡˙π…∑›,5.93,28.77,   3042ÕÚ,  8.49“⁄,22.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,28.770,30.130,4.727
2015-12-14,="600569",∞≤—Ù∏÷Ã˙,2.40,2.99,   2027ÕÚ, 5999ÕÚ,3.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,2.990,3.090,3.344
2015-12-14,="300348",≥§¡¡ø∆ºº,-1.42,71.32,  401.5ÕÚ,  2.81“⁄,,4.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,71.320,73.680,3.309
2015-12-14,="000898",∞∞∏÷π…∑›,2.66,4.63,   1473ÕÚ, 6721ÕÚ,13.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,4.630,4.780,3.240
2015-12-14,="000932",ª™¡‚∏÷Ã˙,2.04,3.00,   1389ÕÚ, 4111ÕÚ,3.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,3.000,3.090,3.000
2015-12-14,="600022",…Ω∂´∏÷Ã˙,1.68,3.03,   3218ÕÚ, 9639ÕÚ,12.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,3.030,3.120,2.970
2015-12-14,="000825",Ã´∏÷≤ª–‚,2.80,4.04,   2977ÕÚ,  1.19“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,4.040,4.140,2.475
2015-12-14,="601600",÷–π˙¬¡“µ,3.44,5.11,   1.21“⁄,  6.10“⁄,1.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151214.0,1151223.0,5.110,5.170,1.174
2016-02-02,="600798",ƒ˛≤®∫£‘À,2.80,4.77,   1000ÕÚ, 4789ÕÚ,18.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,4.770,6.960,45.912
2016-02-02,="000693",ª™‘ÛÓ‹ƒ¯,6.96,11.07,   1738ÕÚ,  1.89“⁄,24.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,11.070,14.730,33.062
2016-02-02,="002072",ø≠»µ¬,2.67,16.53,  488.7ÕÚ, 8041ÕÚ,15.000,4.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,16.530,21.960,32.849
2016-02-02,="000810",¥¥Œ¨ ˝◊÷,3.46,11.66,   1917ÕÚ,  2.22“⁄,17.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,11.660,15.220,30.532
2016-02-02,="600358",π˙¬√¡™∫œ,5.76,10.10,   1394ÕÚ,  1.39“⁄,19.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,10.100,13.140,30.099
2016-02-02,="600338",Œ˜≤ÿ÷È∑Â,3.86,14.52,  368.7ÕÚ, 5335ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,14.520,18.530,27.617
2016-02-02,="000673",µ±¥˙∂´∑Ω,5.25,10.42,  374.9ÕÚ, 7726ÕÚ,24.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,10.420,13.200,26.679
2016-02-02,="002625",¡˙…˙π…∑›,1.85,32.99,  587.6ÕÚ,  1.94“⁄,17.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,32.990,41.450,25.644
2016-02-02,="300155",∞≤æ”±¶,9.97,13.01,   2294ÕÚ,  2.90“⁄,29.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,13.010,16.090,23.674
2016-02-02,="002111",Õ˛∫£π„Ã©,3.51,20.08,  333.0ÕÚ, 6701ÕÚ,20.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,20.080,24.480,21.912
2016-02-02,="002620",»∫Õπ…∑›,4.92,26.22,  193.6ÕÚ, 5016ÕÚ,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,26.220,31.300,19.375
2016-02-02,="600565",µœ¬Ìπ…∑›,2.81,7.32,   3750ÕÚ,  2.76“⁄,11.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,7.320,8.690,18.716
2016-02-02,="000601",…ÿƒ‹π…∑›,4.72,7.10,   1848ÕÚ,  1.29“⁄,16.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,7.100,8.420,18.592
2016-02-02,="603311",Ω∫£ª∑æ≥,4.99,19.37,  152.2ÕÚ, 2908ÕÚ,,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,19.370,22.960,18.534
2016-02-02,="000751",–ø“µπ…∑›,3.53,4.40,   2073ÕÚ, 9037ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,4.400,5.190,17.955
2016-02-02,="002759",ÃÏº π…∑›,3.50,32.55, 958694, 3103ÕÚ,,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,32.550,38.280,17.604
2016-02-02,="300131",”¢Ã∆÷«øÿ,5.89,7.55,   2272ÕÚ,  3.39“⁄,17.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,7.550,8.860,17.351
2016-02-02,="000820",Ω≥«π…∑›,9.46,11.57,   1123ÕÚ,  1.25“⁄,10.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,11.570,13.530,16.940
2016-02-02,="002581",Œ¥√˚“Ω“©,3.80,23.20,  578.0ÕÚ,  1.34“⁄,19.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,23.200,26.710,15.129
2016-02-02,="000818",∑Ω¥ÛªØπ§,0.87,5.77,   1278ÕÚ, 7396ÕÚ,10.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,5.770,6.570,13.865
2016-02-02,="000523",π„÷›¿À∆Ê,2.79,10.30,  593.2ÕÚ, 6107ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,10.300,11.710,13.689
2016-02-02,="600789",¬≥øπ“Ω“©,3.36,9.22,   3491ÕÚ,  3.20“⁄,18.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,9.220,10.460,13.449
2016-02-02,="000851",∏ﬂ∫Ëπ…∑›,9.97,12.79,   5810ÕÚ,  7.16“⁄,17.000,3.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,12.790,14.420,12.744
2016-02-02,="000887",÷–∂¶π…∑›,3.21,16.71,   1022ÕÚ,  1.71“⁄,21.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,16.710,18.800,12.507
2016-02-02,="000590",∆Ùµœπ≈∫∫,4.98,17.51,  271.6ÕÚ, 4739ÕÚ,10.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,17.510,19.700,12.507
2016-02-02,="600818",÷–¬∑π…∑›,3.20,35.77,  344.0ÕÚ,  1.23“⁄,24.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,35.770,40.010,11.854
2016-02-02,="002090",Ω÷«ø∆ºº,4.93,25.98,  352.0ÕÚ, 9127ÕÚ,21.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,25.980,29.020,11.701
2016-02-02,="600063",ÕÓŒ¨∏ﬂ–¬,8.81,4.57,   5151ÕÚ,  2.32“⁄,18.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,4.570,5.100,11.597
2016-02-02,="300049",∏£»π…∑›,4.89,20.61,  665.3ÕÚ,  1.37“⁄,26.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,20.610,23.000,11.596
2016-02-02,="600896",÷–∫£∫£ ¢,9.97,11.47,  759.7ÕÚ, 8513ÕÚ,15.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,11.470,12.780,11.421
2016-02-02,="601233",Õ©¿•π…∑›,2.68,10.74,   1911ÕÚ,  2.02“⁄,15.000,3.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,10.740,11.960,11.359
2016-02-02,="000029",…Ó…Ó∑ø£¡,5.89,9.89,   3509ÕÚ,  3.32“⁄,18.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,9.890,10.980,11.021
2016-02-02,="000096",π„æ€ƒ‹‘¥,2.09,12.68,  661.3ÕÚ, 8377ÕÚ,21.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,12.680,14.030,10.647
2016-02-02,="600532",∫Í¥ÔøÛ“µ,0.42,14.26,  972.3ÕÚ,  1.39“⁄,4.000,3.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,14.260,15.670,9.888
2016-02-02,="600784",¬≥“¯Õ∂◊ ,4.25,7.11,   1434ÕÚ,  1.01“⁄,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,7.110,7.790,9.564
2016-02-02,="300439",√¿øµ…˙ŒÔ,4.20,27.53,  297.0ÕÚ, 8115ÕÚ,,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,27.530,30.140,9.481
2016-02-02,="002592",∞À¡‚ø∆ºº,6.12,31.04,  346.0ÕÚ,  1.06“⁄,18.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,31.040,33.850,9.053
2016-02-02,="002445",÷–ƒœ÷ÿπ§,5.39,17.20,  860.6ÕÚ,  1.46“⁄,19.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,17.200,18.670,8.547
2016-02-02,="000910",¥Û—«ø∆ºº,7.35,13.00,  761.1ÕÚ, 9751ÕÚ,18.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,13.000,14.100,8.462
2016-02-02,="300005",ÃΩ¬∑’ﬂ,6.39,17.16,   1472ÕÚ,  2.48“⁄,30.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,17.160,18.550,8.100
2016-02-02,="300150", ¿ºÕ»∂˚,3.25,11.75,   1335ÕÚ,  1.60“⁄,19.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,11.750,12.690,8.000
2016-02-02,="600688",…œ∫£ ØªØ,1.77,5.18,   2399ÕÚ,  1.24“⁄,20.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,5.180,5.580,7.722
2016-02-02,="002298",÷–µÁˆŒ¡˙,5.04,13.33,   1733ÕÚ,  2.29“⁄,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,13.330,14.350,7.652
2016-02-02,="300034",∏÷—–∏ﬂƒ…,5.63,20.07,  826.0ÕÚ,  1.64“⁄,22.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,20.070,21.600,7.623
2016-02-02,="600057",œÛ”Ïπ…∑›,3.59,10.11,  765.0ÕÚ, 7680ÕÚ,18.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,10.110,10.830,7.122
2016-02-02,="300108",À´¡˙π…∑›,4.61,12.48,  564.8ÕÚ, 6965ÕÚ,11.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,12.480,13.300,6.571
2016-02-02,="002217",∫œ¡¶Ã©,2.97,12.83,   1048ÕÚ,  1.33“⁄,17.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,12.830,13.620,6.157
2016-02-02,="000547",∫ΩÃÏ∑¢’π,5.53,14.88,   2454ÕÚ,  3.64“⁄,19.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,14.880,15.740,5.780
2016-02-02,="300193",º— øø∆ºº,5.38,9.60,   2403ÕÚ,  2.28“⁄,18.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,9.600,10.140,5.625
2016-02-02,="600525",≥§‘∞ºØÕ≈,3.86,13.44,   1044ÕÚ,  1.39“⁄,17.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,13.440,14.170,5.432
2016-02-02,="300084",∫£ƒ¨ø∆ºº,6.10,8.17,  543.0ÕÚ, 4370ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,8.170,8.590,5.141
2016-02-02,="002559",—«Õ˛π…∑›,5.21,11.92,  865.0ÕÚ,  1.02“⁄,19.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,11.920,12.520,5.034
2016-02-02,="600582",ÃÏµÿø∆ºº,0.55,5.50,   2804ÕÚ,  1.55“⁄,4.000,4.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,5.500,5.670,3.091
2016-02-02,="600590",Ã©∫¿ø∆ºº,3.78,12.34,  991.3ÕÚ,  1.21“⁄,15.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,12.340,12.710,2.998
2016-02-02,="002399",∫£∆’»,3.47,27.45,  447.7ÕÚ,  1.22“⁄,5.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,27.450,28.190,2.696
2016-02-02,="000540",÷–ÃÏ≥«Õ∂,6.00,6.89,   5625ÕÚ,  3.96“⁄,14.000,5.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,6.890,7.070,2.612
2016-02-02,="600312",∆Ω∏ﬂµÁ∆¯,2.19,14.02,   2098ÕÚ,  3.02“⁄,21.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,14.020,14.310,2.068
2016-02-02,="000885",Õ¨¡¶ÀÆƒ‡,5.37,12.96,  353.2ÕÚ, 4553ÕÚ,15.000,1.000,4.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,12.960,13.200,1.852
2016-02-02,="600634",÷–ººøÿπ…,9.98,14.66,   1095ÕÚ,  1.60“⁄,16.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,14.660,14.780,0.819
2016-02-02,="002616",≥§«‡ºØÕ≈,4.15,20.08,  757.0ÕÚ,  1.49“⁄,18.000,3.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,20.080,19.990,-0.448
2016-02-02,="002169",÷«π‚µÁ∆¯,2.66,17.35,   1006ÕÚ,  1.75“⁄,17.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,17.350,17.200,-0.865
2016-02-02,="601908",æ©‘ÀÕ®,0.73,6.92,   1647ÕÚ,  1.14“⁄,16.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1160202.0,1160219.0,6.920,6.770,-2.168
2016-03-02,="300052",÷–«‡±¶,9.98,19.94,   1246ÕÚ,  2.41“⁄,30.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,19.940,25.000,25.376
2016-03-02,="002084",∫£≈∏Œ¿‘°,4.17,9.00,   1986ÕÚ,  1.76“⁄,21.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,9.000,10.630,18.111
2016-03-02,="600891",«Ô¡÷ºØÕ≈,5.31,7.14,  796.7ÕÚ, 5585ÕÚ,1.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,7.140,8.030,12.465
2016-03-02,="000570",À’≥£≤Ò£¡,5.83,7.62,   1530ÕÚ,  1.14“⁄,1.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,7.620,8.540,12.073
2016-03-02,="600428",÷–‘∂∫Ω‘À,5.68,6.14,   3469ÕÚ,  2.09“⁄,13.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,6.140,6.820,11.075
2016-03-02,="000088",—Œ ÃÔ ∏€,5.18,6.29,   1010ÕÚ, 6259ÕÚ,1.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,6.290,6.920,10.016
2016-03-02,="002314",ƒœ…Ωøÿπ…,8.47,6.40,   1480ÕÚ, 9150ÕÚ,2.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,6.400,7.020,9.687
2016-03-02,="600999",’–…Ã÷§»Ø,6.94,15.40,   4808ÕÚ,  7.18“⁄,1.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,15.400,16.530,7.338
2016-03-02,="002501",¿˚‘¥æ´÷∆,5.75,9.38,   2541ÕÚ,  2.33“⁄,1.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,9.380,9.900,5.544
2016-03-02,="601872",’–…Ã¬÷¥¨,4.26,4.90,   4154ÕÚ,  2.00“⁄,18.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,4.900,5.140,4.898
2016-03-02,="601919",÷–π˙‘∂—Û,7.24,6.07,   7722ÕÚ,  4.58“⁄,13.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,6.070,6.350,4.613
2016-03-02,="601390",÷–π˙÷–Ã˙,4.31,7.74,   8124ÕÚ,  6.20“⁄,19.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,7.740,8.090,4.522
2016-03-02,="601186",÷–π˙Ã˙Ω®,5.24,10.64,   4872ÕÚ,  5.07“⁄,19.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,10.640,11.100,4.323
2016-03-02,="601003",¡¯∏÷π…∑›,6.73,3.17,   1941ÕÚ, 6001ÕÚ,1.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1160302.0,1160309.0,3.170,3.300,4.101
