,‰ª£Á†Å,ÂêçÁß∞,Ê∂®ÂπÖ%%,Êî∂Áõò,Êàê‰∫§Èáè,ÊÄªÈáëÈ¢ù,QSYJS0,DYX0,WYX0,WTP0,DTP1,WTP1,DTP2,WTP2,MKDJS0,SD,ED,TO,TC,QJZF
2015-10-08,="600008", ◊¥¥π…∑›,3.86,9.15,   2296ÕÚ,  2.11“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.150,10.970,19.891
2015-10-08,="600289",“⁄—Ù–≈Õ®,6.90,13.64,   2476ÕÚ,  3.34“⁄,17.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,13.640,16.350,19.868
2015-10-08,="002177",”˘“¯π…∑›,5.15,8.17,   3756ÕÚ,  3.07“⁄,13.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.170,9.790,19.829
2015-10-08,="002281",π‚—∏ø∆ºº,5.95,35.07,  447.0ÕÚ,  1.56“⁄,16.000,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,35.070,41.900,19.475
2015-10-08,="002008",¥Û◊Âº§π‚,6.01,20.65,   2176ÕÚ,  4.48“⁄,22.000,2.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,20.650,24.640,19.322
2015-10-08,="600185",∏Ò¡¶µÿ≤˙,9.45,16.80,   2317ÕÚ,  3.81“⁄,20.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,16.800,20.040,19.286
2015-10-08,="300277",∫£¡™—∂,5.94,6.96,  173.2ÕÚ, 2993ÕÚ,10.000,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.960,8.300,19.253
2015-10-08,="601231",ª∑–ÒµÁ◊”,3.75,11.90,  606.5ÕÚ, 7231ÕÚ,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,11.900,14.190,19.244
2015-10-08,="600376", ◊ø™π…∑›,3.46,9.58,   3111ÕÚ,  2.99“⁄,11.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.580,11.420,19.207
2015-10-08,="000727",ª™∂´ø∆ºº,4.12,7.83,  674.7ÕÚ, 5259ÕÚ,10.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.830,9.330,19.157
2015-10-08,="600325",ª™∑¢π…∑›,8.70,12.62,   2387ÕÚ,  2.99“⁄,12.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.620,15.020,19.017
2015-10-08,="600551", ±¥˙≥ˆ∞Ê,4.02,16.05,  740.9ÕÚ,  1.19“⁄,18.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,16.050,19.080,18.879
2015-10-08,="600496",æ´π§∏÷ππ,3.01,5.14,   1613ÕÚ, 8292ÕÚ,10.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.140,6.110,18.872
2015-10-08,="000961",÷–ƒœΩ®…Ë,5.57,10.62,   1075ÕÚ,  1.14“⁄,1.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.620,12.620,18.832
2015-10-08,="600458", ±¥˙–¬≤ƒ,5.36,16.11,   1440ÕÚ,  2.32“⁄,9.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,16.110,19.130,18.746
2015-10-08,="000973",∑À‹ø∆ºº,5.67,6.89,   2956ÕÚ,  2.03“⁄,9.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.890,8.180,18.723
2015-10-08,="600819",“´∆§≤£¡ß,3.48,6.25,  968.8ÕÚ, 6051ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.250,7.420,18.720
2015-10-08,="000546",Ω‘≤π…∑›,5.05,8.12,  483.0ÕÚ, 3870ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.120,9.640,18.719
2015-10-08,="000659",÷È∫£÷–∏ª,1.91,3.74,   2674ÕÚ,  1.00“⁄,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,3.740,4.440,18.717
2015-10-08,="600088",÷– ”¥´√Ω,6.22,20.16,  550.0ÕÚ,  1.10“⁄,10.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,20.160,23.930,18.700
2015-10-08,="000089",…Ó€⁄ª˙≥°,5.34,6.71,   3372ÕÚ,  2.26“⁄,12.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.710,7.960,18.629
2015-10-08,="002230",ø∆¥Û—∂∑…,5.58,28.19,   2589ÕÚ,  7.33“⁄,35.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,28.190,33.440,18.624
2015-10-08,="000547",∫ΩÃÏ∑¢’π,7.01,14.66,   2886ÕÚ,  4.22“⁄,15.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,14.660,17.390,18.622
2015-10-08,="300124",ª„¥®ºº ı,6.27,37.95,  990.4ÕÚ,  3.77“⁄,26.000,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,37.950,44.960,18.472
2015-10-08,="600787",÷–¥¢π…∑›,3.49,10.37,   3912ÕÚ,  4.06“⁄,20.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.370,12.280,18.419
2015-10-08,="600415",–°…Ã∆∑≥«,4.24,7.86,   5174ÕÚ,  4.07“⁄,11.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.860,9.300,18.321
2015-10-08,="600173",Œ‘¡˙µÿ≤˙,4.08,5.10,  732.8ÕÚ, 3729ÕÚ,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.100,6.030,18.235
2015-10-08,="600468",∞Ÿ¿˚µÁ∆¯,5.27,13.19,  400.5ÕÚ, 5287ÕÚ,1.000,4.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,13.190,15.590,18.196
2015-10-08,="002651",¿˚æ˝π…∑›,3.56,9.90,   1354ÕÚ,  1.35“⁄,13.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.900,11.700,18.182
2015-10-08,="600518",øµ√¿“©“µ,4.07,14.07,   5026ÕÚ,  7.11“⁄,9.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,14.070,16.620,18.124
2015-10-08,="002337",»¸œÛø∆ºº,4.72,7.32,  997.5ÕÚ, 7280ÕÚ,13.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.320,8.640,18.033
2015-10-08,="000010",…Óª™–¬,3.57,6.39,   1553ÕÚ, 9918ÕÚ,29.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.390,7.540,17.997
2015-10-08,="000931",÷– πÿ ¥Â,7.02,8.84,   3666ÕÚ,  3.18“⁄,11.000,1.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.840,10.430,17.986
2015-10-08,="002385",¥Û±±≈©,2.66,10.41,   3521ÕÚ,  3.70“⁄,1.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.410,12.280,17.963
2015-10-08,="600810",…Ò¬Ìπ…∑›,2.85,7.21,   1240ÕÚ, 8950ÕÚ,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.210,8.500,17.892
2015-10-08,="000045",…Ó∑ƒ÷Ø£¡,3.96,9.46,  681.3ÕÚ, 6465ÕÚ,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.460,11.150,17.865
2015-10-08,="600273",ºŒªØƒ‹‘¥,3.62,8.58,   1810ÕÚ,  1.55“⁄,10.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.580,10.110,17.832
2015-10-08,="000810",¥¥Œ¨ ˝◊÷,9.98,12.01,   1618ÕÚ,  1.91“⁄,15.000,2.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.010,14.150,17.818
2015-10-08,="600129",Ã´º´ºØÕ≈,6.45,16.84,   1635ÕÚ,  2.73“⁄,14.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,16.840,19.840,17.815
2015-10-08,="000017",…Ó÷–ª™A,4.84,8.67,  711.0ÕÚ, 6152ÕÚ,14.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.670,10.210,17.762
2015-10-08,="002204",¥Û¡¨÷ÿπ§,3.57,8.70,   1208ÕÚ,  1.05“⁄,16.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.700,10.240,17.701
2015-10-08,="600493",∑Ô÷Ò∑ƒ÷Ø,3.95,10.80,  886.1ÕÚ, 9554ÕÚ,14.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.800,12.710,17.685
2015-10-08,="002585",À´–«–¬≤ƒ,8.15,9.69,   1672ÕÚ,  1.59“⁄,1.000,2.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.690,11.400,17.647
2015-10-08,="000732",Ã©∫ÃºØÕ≈,3.24,20.70,  183.3ÕÚ, 3792ÕÚ,20.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,20.700,24.340,17.585
2015-10-08,="000019",…Ó…Ó±¶£¡,4.25,9.07,  688.0ÕÚ, 6233ÕÚ,1.000,2.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.070,10.660,17.530
2015-10-08,="600084",÷–∆œπ…∑›,3.31,5.62,  891.3ÕÚ, 5028ÕÚ,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.620,6.600,17.438
2015-10-08,="002129",÷–ª∑π…∑›,5.09,10.73,   4598ÕÚ,  4.95“⁄,18.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.730,12.580,17.241
2015-10-08,="002266",’„∏ªøÿπ…,5.26,7.80,   9670ÕÚ,  7.50“⁄,17.000,2.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.800,9.140,17.179
2015-10-08,="002476",±¶ƒ™π…∑›,4.91,7.05,   2646ÕÚ,  1.87“⁄,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.050,8.260,17.163
2015-10-08,="601158",÷ÿ«ÏÀÆŒÒ,3.72,8.37,  993.0ÕÚ, 8314ÕÚ,11.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.370,9.800,17.085
2015-10-08,="600623",À´«Æπ…∑›,5.39,13.89,  324.6ÕÚ, 4439ÕÚ,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,13.890,16.260,17.063
2015-10-08,="002388",–¬—«÷∆≥Ã,4.79,6.34,   1316ÕÚ, 8309ÕÚ,13.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.340,7.420,17.035
2015-10-08,="000599",«‡µ∫À´–«,4.23,6.41,   1938ÕÚ,  1.24“⁄,14.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.410,7.500,17.005
2015-10-08,="002233",À˛≈∆ºØÕ≈,5.12,8.41,   1620ÕÚ,  1.38“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.410,9.840,17.004
2015-10-08,="601010",Œƒ∑Âπ…∑›,3.31,6.86,   2581ÕÚ,  1.77“⁄,10.000,2.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.860,8.020,16.910
2015-10-08,="000507",÷È∫£∏€,4.99,6.10,   1899ÕÚ,  1.15“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.100,7.130,16.885
2015-10-08,="600698",∫˛ƒœÃÏ—„,4.97,6.12,   2197ÕÚ,  1.34“⁄,8.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.120,7.150,16.830
2015-10-08,="002245",∞ƒ—ÛÀ≥≤˝,4.35,6.24,   1282ÕÚ, 7975ÕÚ,17.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.240,7.290,16.827
2015-10-08,="600368",ŒÂ÷ﬁΩªÕ®,3.71,5.31,   1519ÕÚ, 8051ÕÚ,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.310,6.200,16.761
2015-10-08,="600203",∏£»’µÁ◊”,5.76,9.92,  732.1ÕÚ, 7232ÕÚ,15.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.920,11.580,16.734
2015-10-08,="601678",±ıªØπ…∑›,4.21,5.44,   1214ÕÚ, 8077ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.440,6.350,16.728
2015-10-08,="000616",∫£∫ΩÕ∂◊ ,5.08,6.82,   2706ÕÚ,  1.85“⁄,8.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.820,7.960,16.716
2015-10-08,="600718",∂´»ÌºØÕ≈,6.19,14.75,   2868ÕÚ,  4.22“⁄,22.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,14.750,17.210,16.678
2015-10-08,="000488",≥ø√˘÷Ω“µ,7.28,6.78,   3427ÕÚ,  2.31“⁄,11.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.780,7.910,16.667
2015-10-08,="000861",∫£”°π…∑›,4.99,5.68,   2897ÕÚ,  1.64“⁄,10.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.680,6.620,16.549
2015-10-08,="600757",≥§Ω≠¥´√Ω,4.86,8.20,   3198ÕÚ,  2.62“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.200,9.550,16.463
2015-10-08,="002153", Øª˘–≈œ¢,6.13,88.70,  126.3ÕÚ,  1.12“⁄,18.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,88.700,103.270,16.426
2015-10-08,="600825",–¬ª™¥´√Ω,4.97,9.50,   1864ÕÚ,  1.77“⁄,17.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.500,11.060,16.421
2015-10-08,="600789",¬≥øπ“Ω“©,5.68,10.24,   3013ÕÚ,  3.07“⁄,14.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.240,11.920,16.406
2015-10-08,="600109",π˙Ω÷§»Ø,2.81,12.44,   8897ÕÚ,  11.2“⁄,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.440,14.470,16.318
2015-10-08,="002326",”¿Ã´ø∆ºº,5.97,13.14,   1547ÕÚ,  2.02“⁄,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,13.140,15.280,16.286
2015-10-08,="002011",∂‹∞≤ª∑æ≥,5.08,10.14,   1826ÕÚ,  1.86“⁄,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.140,11.790,16.272
2015-10-08,="600125",Ã˙¡˙ŒÔ¡˜,4.81,8.49,   2673ÕÚ,  2.26“⁄,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.490,9.860,16.137
2015-10-08,="601106",÷–π˙“ª÷ÿ,4.95,9.11,   1.26“⁄,  11.6“⁄,11.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.110,10.580,16.136
2015-10-08,="601788",π‚¥Û÷§»Ø,3.68,16.07,   3639ÕÚ,  5.92“⁄,1.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,16.070,18.660,16.117
2015-10-08,="300115",≥§”Øæ´√‹,4.56,28.68,  473.4ÕÚ,  1.36“⁄,30.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,28.680,33.290,16.074
2015-10-08,="002243",Õ®≤˙¿ˆ–«,5.52,8.98,  734.0ÕÚ, 6557ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.980,10.420,16.036
2015-10-08,="600835",…œ∫£ª˙µÁ,5.50,24.56,   1019ÕÚ,  2.50“⁄,26.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,24.560,28.490,16.002
2015-10-08,="601872",’–…Ã¬÷¥¨,3.27,6.63,   5912ÕÚ,  3.94“⁄,13.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.630,7.690,15.988
2015-10-08,="000953",∫”≥ÿªØπ§,5.51,8.42,  598.8ÕÚ, 4975ÕÚ,14.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.420,9.760,15.914
2015-10-08,="000620",–¬ª™¡™,4.72,9.32,   1065ÕÚ, 9873ÕÚ,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.320,10.800,15.880
2015-10-08,="600716",∑ÔªÀπ…∑›,4.52,6.47,   1236ÕÚ, 7961ÕÚ,1.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.470,7.490,15.765
2015-10-08,="600648",Õ‚∏ﬂ«≈,4.31,25.65,  978.0ÕÚ,  2.51“⁄,26.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,25.650,29.690,15.750
2015-10-08,="002060",‘¡ ÀÆ µÁ,6.52,8.00,   1958ÕÚ,  1.55“⁄,12.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.000,9.260,15.750
2015-10-08,="300195",≥§»Ÿπ…∑›,6.07,18.17,  781.6ÕÚ,  1.41“⁄,8.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,18.170,21.020,15.685
2015-10-08,="002133",π„”ÓºØÕ≈,3.15,5.57,   1523ÕÚ, 8524ÕÚ,9.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.570,6.440,15.619
2015-10-08,="600169",Ã´‘≠÷ÿπ§,3.91,5.32,   5224ÕÚ,  2.78“⁄,13.000,0.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.320,6.150,15.602
2015-10-08,="000632",»˝ƒæºØÕ≈,6.50,7.70,   1478ÕÚ,  1.13“⁄,17.000,4.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.700,8.900,15.584
2015-10-08,="600241", ±¥˙ÕÚ∫„,4.98,9.48,  363.1ÕÚ, 3430ÕÚ,13.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.480,10.950,15.506
2015-10-08,="601233",Õ©¿•π…∑›,7.14,10.65,   1672ÕÚ,  1.77“⁄,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.650,12.300,15.493
2015-10-08,="600220",Ω≠À’—Ùπ‚,6.41,4.98,   3393ÕÚ,  1.66“⁄,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,4.980,5.750,15.462
2015-10-08,="002194",Œ‰∫∫∑≤π»,6.18,11.85,   1037ÕÚ,  1.21“⁄,17.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,11.850,13.680,15.443
2015-10-08,="002480",–¬÷˛π…∑›,7.23,10.08,   1480ÕÚ,  1.46“⁄,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.080,11.630,15.377
2015-10-08,="601616",π„µÁµÁ∆¯,3.56,5.23,   1251ÕÚ, 6560ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.230,6.030,15.296
2015-10-08,="600190",Ωı÷›∏€,6.28,5.25,   1811ÕÚ, 9341ÕÚ,10.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,5.250,6.050,15.238
2015-10-08,="002309",÷–¿˚ø∆ºº,3.15,14.73,   1276ÕÚ,  1.89“⁄,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,14.730,16.970,15.207
2015-10-08,="600637",∂´∑Ω√˜÷È,2.16,31.70,   2478ÕÚ,  7.91“⁄,52.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,31.700,36.520,15.205
2015-10-08,="600130",≤®µºπ…∑›,4.64,6.32,   3193ÕÚ,  2.02“⁄,18.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,6.320,7.280,15.190
2015-10-08,="000043",÷–∫Ωµÿ≤˙,3.00,7.90,   2045ÕÚ,  1.62“⁄,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.900,9.100,15.190
2015-10-08,="600830",œ„“Á»⁄Õ®,6.02,9.69,   2524ÕÚ,  2.41“⁄,1.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.690,11.160,15.170
2015-10-08,="000686",∂´±±÷§»Ø,3.18,11.02,   4571ÕÚ,  5.26“⁄,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,11.020,12.690,15.154
2015-10-08,="002478",≥£±¶π…∑›,3.88,11.25,  593.9ÕÚ, 6691ÕÚ,1.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,11.250,12.950,15.111
2015-10-08,="600420",œ÷¥˙÷∆“©,4.85,30.51,  361.6ÕÚ,  1.10“⁄,19.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,30.510,35.110,15.077
2015-10-08,="600063",ÕÓŒ¨∏ﬂ–¬,4.18,4.98,   3484ÕÚ,  1.74“⁄,14.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,4.980,5.730,15.060
2015-10-08,="600116",»˝œøÀÆ¿˚,4.10,4.32,  855.7ÕÚ,  1.12“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,4.320,4.970,15.046
2015-10-08,="600517",÷√–≈µÁ∆¯,5.60,10.38,   2028ÕÚ,  2.09“⁄,15.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.380,11.940,15.029
2015-10-08,="300198",ƒ…¥®π…∑›,4.90,11.14,   1635ÕÚ,  1.81“⁄,10.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,11.140,12.810,14.991
2015-10-08,="000551",¥¥‘™ø∆ºº,5.13,8.82,   1306ÕÚ,  1.15“⁄,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.820,10.140,14.966
2015-10-08,="600755",œ√√≈π˙√≥,3.79,7.40,   2203ÕÚ,  1.63“⁄,14.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.400,8.500,14.865
2015-10-08,="600594",“Ê∞€÷∆“©,4.60,16.60,   1077ÕÚ,  1.80“⁄,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,16.600,19.060,14.819
2015-10-08,="600616",Ω∑„æ∆“µ,4.31,9.92,   1195ÕÚ,  1.18“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,9.920,11.390,14.819
2015-10-08,="300393",÷–¿¥π…∑›,5.91,33.89,  211.7ÕÚ, 7077ÕÚ,,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,33.890,38.900,14.783
2015-10-08,="000011",…ÓŒÔ“µA,6.52,10.94,  996.5ÕÚ,  1.08“⁄,12.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,10.940,12.550,14.717
2015-10-08,="002135",∂´ƒœÕ¯º‹,3.98,8.36,  828.6ÕÚ, 6928ÕÚ,9.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.360,9.590,14.713
2015-10-08,="600421",—ˆ∑´øÿπ…,6.71,12.56,  569.0ÕÚ, 7015ÕÚ,14.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.560,14.400,14.650
2015-10-08,="600502",∞≤ª’ÀÆ¿˚,5.03,12.10,   1960ÕÚ,  2.35“⁄,11.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.100,13.870,14.628
2015-10-08,="600382",π„∂´√˜÷È,8.04,11.15,   1607ÕÚ,  1.77“⁄,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,11.150,12.770,14.529
2015-10-08,="000859",π˙∑ÁÀ‹“µ,3.98,4.96,   1813ÕÚ, 8985ÕÚ,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,4.960,5.680,14.516
2015-10-08,="002295",æ´“’π…∑›,3.77,12.38,  805.9ÕÚ, 9928ÕÚ,9.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.380,14.170,14.459
2015-10-08,="000561",∑ÈªµÁ◊”,5.95,8.37,   1343ÕÚ,  1.12“⁄,1.000,2.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,8.370,9.580,14.456
2015-10-08,="600962",π˙Õ∂÷–¬≥,4.97,12.26,  411.8ÕÚ, 4991ÕÚ,13.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,12.260,14.030,14.437
2015-10-08,="002406",‘∂∂´¥´∂Ø,4.19,7.21,   1481ÕÚ,  1.07“⁄,10.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,1151008.0,1151016.0,7.210,8.250,14.424
